state,tmc,avg_speedlimit
nj,103N16323,
nj,103N16337,35
nj,103N16346,25
nj,103N16347,25.591
nj,103N16348,25
nj,103N16352,45
nj,103N16353,45
nj,103N16354,45
nj,103N16359,
nj,103N16360,25
nj,103N16361,25
nj,103N16362,
nj,103N16370,40
nj,103N16371,42.915
nj,103N16808,45
nj,103N16810,55
nj,103N16811,43.825
nj,103N16812,55
nj,103N16815,50
nj,103N16816,50
nj,103N16817,50
nj,103N16818,45
nj,103N16833,40
nj,103N16920,
nj,103N16921,25
nj,103N16922,25
nj,103N16925,25
nj,103N16926,25
nj,103N16927,25
nj,103N16928,25
nj,103N16929,25
nj,103N17026,35
nj,103N17027,35
nj,103N17239,50
nj,103N17240,50
nj,103N17256,
nj,103N17257,
nj,103N17258,40
nj,103N17259,40
nj,103N17295,65
nj,103N17296,65
nj,103N17297,65
nj,103N17298,65
nj,103N17299,65
nj,103N17300,65
nj,103N17301,65
nj,103N17321,30.973
nj,103N17322,30
nj,103N17401,50
nj,103N17402,50
nj,103N17618,37.059
nj,103N17619,31.7
nj,103N17621,25
nj,103N17622,28.938
nj,103N17624,40
nj,103N17625,49.006
nj,103N17626,44
nj,103N17628,40
nj,103N17629,26.158
nj,103N17630,25
nj,103N17631,35.521
nj,103N17633,25
nj,103N17634,25
nj,103N17636,55
nj,103N17637,35
nj,103N17638,31.676
nj,103N17639,25
nj,103N17641,35
nj,103N17642,34.972
nj,103N17643,35.548
nj,103N17644,45
nj,103N17646,35
nj,103N17647,35
nj,103N17648,35
nj,103N17649,30
nj,103N17650,30
nj,103N17651,30
nj,103N17652,
nj,103N17654,25
nj,103N17655,25
nj,103N17657,40
nj,103N17658,40
nj,103N17664,
nj,103N17665,
nj,103N17931,
nj,103N17933,25
nj,103N17944,25.985
nj,103N50063,
nj,103N50064,
nj,103N50066,25
nj,103N50067,30.674
nj,103N50082,25
nj,103N50083,
nj,103N50085,
nj,103N50086,
nj,103N50101,
nj,103N50102,
nj,103N50104,
nj,103N50105,
nj,103N50111,25
nj,103N50112,25.35
nj,103N50114,30
nj,103N50115,39.864
nj,103N50116,48.543
nj,103N50396,
nj,103N50397,
nj,103N50399,50
nj,103N50400,50
nj,103N50414,
nj,103N50415,
nj,103N50416,25
nj,103P04152,55
nj,103P04153,55
nj,103P04154,59.188
nj,103P04155,65
nj,103P04156,65
nj,103P04157,65
nj,103P04158,65
nj,103P04159,65
nj,103P04160,65
nj,103P04161,65
nj,103P04162,65
nj,103P04187,50
nj,103P04188,53.863
nj,103P04189,55
nj,103P04190,61.794
nj,103P04191,65
nj,103P04192,65
nj,103P04193,65
nj,103P04194,65
nj,103P04195,65
nj,103P04196,65
nj,103P04197,65
nj,103P04198,65
nj,103P04199,65
nj,103P04200,65
nj,103P04201,65
nj,103P04202,65
nj,103P04203,65
nj,103P04204,65
nj,103P04205,65
nj,103P04206,65
nj,103P04207,65
nj,103P04208,65
nj,103P04209,65
nj,103P04210,55
nj,103P04211,55
nj,103P04212,55
nj,103P04213,55
nj,103P04214,55
nj,103P04215,55
nj,103P04216,61.608
nj,103P04217,65
nj,103P04218,65
nj,103P04219,65
nj,103P04220,65
nj,103P04221,65
nj,103P04222,65
nj,103P04223,65
nj,103P04224,65
nj,103P04225,65
nj,103P04226,65
nj,103P04227,65
nj,103P04228,65
nj,103P04229,65
nj,103P04230,65
nj,103P04231,65
nj,103P04232,65
nj,103P04233,55
nj,103P04234,55
nj,103P04235,61.366
nj,103P04236,65
nj,103P04237,65
nj,103P04238,65
nj,103P04239,65
nj,103P04240,65
nj,103P04241,65
nj,103P04242,65
nj,103P04243,65
nj,103P04244,65
nj,103P04245,65
nj,103P04246,65
nj,103P04247,65
nj,103P04248,65
nj,103P04249,45
nj,103P04250,45
nj,103P04251,45
nj,103P04252,45
nj,103P04288,45
nj,103P04289,45
nj,103P04290,52.222
nj,103P04291,55
nj,103P04292,55
nj,103P04293,55
nj,103P04294,55
nj,103P04295,52.612
nj,103P04296,55
nj,103P04297,55
nj,103P04298,55
nj,103P04299,55
nj,103P04300,55
nj,103P04301,55
nj,103P04302,54.553
nj,103P04303,45
nj,103P04304,45
nj,103P04305,45
nj,103P04306,64.68
nj,103P04307,55
nj,103P04308,65
nj,103P04309,65
nj,103P04310,65
nj,103P04311,65
nj,103P04312,57.468
nj,103P04313,55
nj,103P04314,55
nj,103P04315,55
nj,103P04316,45.639
nj,103P04317,20
nj,103P04318,20
nj,103P04319,33.261
nj,103P04320,39.726
nj,103P04326,45
nj,103P04327,45
nj,103P04328,48.936
nj,103P04329,45
nj,103P04330,45
nj,103P04331,45
nj,103P04332,45
nj,103P04333,45
nj,103P04373,40
nj,103P04374,47.978
nj,103P04375,50
nj,103P04376,50
nj,103P04377,50
nj,103P04378,54.309
nj,103P04379,55
nj,103P04403,65
nj,103P04404,63.064
nj,103P04405,55
nj,103P04406,55
nj,103P04438,45
nj,103P04439,45
nj,103P04440,50
nj,103P04441,50
nj,103P04442,45.993
nj,103P04443,53.388
nj,103P04444,55
nj,103P04445,51.051
nj,103P04446,50
nj,103P04447,50
nj,103P04448,50
nj,103P04449,41.202
nj,103P04505,55
nj,103P04506,55
nj,103P04507,55
nj,103P04508,55
nj,103P04509,55
nj,103P04540,63.11
nj,103P04541,65
nj,103P04542,65
nj,103P04543,65
nj,103P04544,65
nj,103P04545,65
nj,103P04546,65
nj,103P04547,65
nj,103P04548,54.561
nj,103P04549,65
nj,103P04550,65
nj,103P04551,65
nj,103P04552,65
nj,103P04553,65
nj,103P04554,65
nj,103P04555,56.828
nj,103P04556,55.479
nj,103P04591,53.415
nj,103P04592,55
nj,103P04593,55
nj,103P04594,61.104
nj,103P04595,65
nj,103P04596,65
nj,103P04617,65
nj,103P04618,65
nj,103P04619,65
nj,103P04620,65
nj,103P04621,65
nj,103P04622,62.032
nj,103P04623,55
nj,103P04624,55
nj,103P04872,45
nj,103P04873,45
nj,103P04874,49.471
nj,103P04875,50
nj,103P04876,50
nj,103P04877,50
nj,103P04878,50
nj,103P04879,50
nj,103P04880,50
nj,103P04881,50
nj,103P04882,45
nj,103P04883,45
nj,103P04884,45
nj,103P04885,45
nj,103P04886,45
nj,103P04887,45
nj,103P04888,45
nj,103P04889,35
nj,103P04890,50
nj,103P04891,50
nj,103P04892,50
nj,103P04893,50
nj,103P04894,50
nj,103P04895,50
nj,103P04896,50
nj,103P04897,50
nj,103P04898,45
nj,103P04899,45
nj,103P04900,45
nj,103P04901,45
nj,103P04902,45
nj,103P04904,44.762
nj,103P04905,45
nj,103P04910,45
nj,103P04911,42.697
nj,103P04912,41.814
nj,103P04913,45
nj,103P04915,55
nj,103P04916,52.957
nj,103P04923,55
nj,103P04924,55
nj,103P04925,55
nj,103P04926,55
nj,103P04927,55
nj,103P04928,55
nj,103P04936,45
nj,103P04937,65
nj,103P04938,65
nj,103P04939,65
nj,103P04940,65
nj,103P04941,65
nj,103P05008,65
nj,103P05009,65
nj,103P05010,65
nj,103P05011,65
nj,103P05012,65
nj,103P05013,65
nj,103P05014,65
nj,103P05183,52.601
nj,103P05184,65
nj,103P05185,65
nj,103P05186,65
nj,103P05187,65
nj,103P05188,65
nj,103P05189,65
nj,103P05190,65
nj,103P05191,65
nj,103P05212,65
nj,103P05213,65
nj,103P05214,65
nj,103P05215,65
nj,103P05216,65
nj,103P05223,65
nj,103P05224,65
nj,103P05225,65
nj,103P05309,45
nj,103P05310,45.413
nj,103P05311,50
nj,103P05322,50
nj,103P05323,50
nj,103P05324,50
nj,103P05325,50
nj,103P05326,50
nj,103P05327,49.315
nj,103P05328,50
nj,103P05329,50
nj,103P05330,50
nj,103P05331,50
nj,103P05332,50
nj,103P05333,50
nj,103P05334,50
nj,103P05335,50
nj,103P05336,50
nj,103P05346,45
nj,103P05347,50
nj,103P05440,40.345
nj,103P05441,47.022
nj,103P05442,50
nj,103P05443,39.449
nj,103P05444,42.063
nj,103P05445,50
nj,103P05446,50
nj,103P05449,30.693
nj,103P05450,38.253
nj,103P05451,47.192
nj,103P05452,25.342
nj,103P05453,28.442
nj,103P05454,35.852
nj,103P05455,45
nj,103P05456,45
nj,103P05489,45
nj,103P05490,45
nj,103P05491,45
nj,103P05492,45
nj,103P05493,45
nj,103P05494,49.764
nj,103P05495,50
nj,103P05496,50
nj,103P05497,47.335
nj,103P05498,45
nj,103P05499,40
nj,103P05500,54.903
nj,103P05501,54.944
nj,103P05502,55
nj,103P05503,55
nj,103P05504,55
nj,103P05540,45
nj,103P05541,45
nj,103P05542,45
nj,103P05543,45
nj,103P05544,45
nj,103P05545,42.414
nj,103P05546,32.087
nj,103P05547,43.377
nj,103P05548,50
nj,103P05549,32.434
nj,103P05550,44.124
nj,103P05551,45
nj,103P05552,41.947
nj,103P05553,50
nj,103P05554,51.261
nj,103P05555,55
nj,103P05556,55
nj,103P05557,55
nj,103P05558,55
nj,103P05559,50
nj,103P05560,52.956
nj,103P05561,45
nj,103P05562,42.706
nj,103P05563,40
nj,103P05564,44.148
nj,103P05565,50
nj,103P05566,35
nj,103P05567,26.242
nj,103P05568,25
nj,103P05569,45
nj,103P05570,45
nj,103P05571,32.752
nj,103P05572,30
nj,103P05573,39.626
nj,103P05574,39.439
nj,103P05575,35
nj,103P05577,44.486
nj,103P05578,33.361
nj,103P05588,54.537
nj,103P05589,50
nj,103P05590,49.036
nj,103P05591,48.635
nj,103P05592,39.449
nj,103P05593,47.237
nj,103P05594,50
nj,103P05595,47.998
nj,103P05596,48.273
nj,103P05597,50
nj,103P05598,50
nj,103P05599,50
nj,103P05600,48.248
nj,103P05601,40
nj,103P05602,48.703
nj,103P05603,50
nj,103P05604,50
nj,103P05605,50
nj,103P05606,42.027
nj,103P05607,48.966
nj,103P05608,45
nj,103P05609,49.084
nj,103P05610,36.018
nj,103P05611,48.538
nj,103P05612,30
nj,103P05624,41.848
nj,103P05625,40
nj,103P05626,40
nj,103P05627,
nj,103P05628,
nj,103P05671,25
nj,103P05672,38.484
nj,103P05673,43.972
nj,103P05674,44.318
nj,103P05675,40
nj,103P05676,40
nj,103P05677,45
nj,103P05690,48.94
nj,103P05691,38.624
nj,103P05692,30
nj,103P05693,36.276
nj,103P05694,49.237
nj,103P05695,45
nj,103P05696,45
nj,103P05697,41.151
nj,103P05698,36.921
nj,103P05699,30
nj,103P05700,41.883
nj,103P05701,28.369
nj,103P05702,46.423
nj,103P05703,40
nj,103P05704,44.345
nj,103P05705,50
nj,103P05710,36.252
nj,103P05711,43.915
nj,103P05712,49.094
nj,103P05742,35
nj,103P05743,50
nj,103P05744,50
nj,103P05745,50
nj,103P05746,50
nj,103P05747,45
nj,103P05748,
nj,103P05749,
nj,103P05758,50
nj,103P05759,50
nj,103P05760,48.337
nj,103P05761,40
nj,103P05762,35.562
nj,103P05763,41.926
nj,103P05764,50
nj,103P05765,48.391
nj,103P05766,50
nj,103P05767,50
nj,103P05768,49.131
nj,103P05769,44.279
nj,103P05770,52.038
nj,103P05771,53.088
nj,103P05772,35
nj,103P05773,40
nj,103P05774,42.659
nj,103P05775,38.822
nj,103P05776,35
nj,103P05777,35.552
nj,103P05778,35
nj,103P05779,35
nj,103P05780,40.905
nj,103P05781,40.349
nj,103P05782,35.183
nj,103P05783,42.424
nj,103P05784,43.564
nj,103P05785,47.434
nj,103P05786,62.247
nj,103P05787,47.897
nj,103P05788,35
nj,103P05808,50
nj,103P05809,50
nj,103P05810,50
nj,103P05811,50
nj,103P05812,50
nj,103P05813,50
nj,103P05814,50
nj,103P05815,50
nj,103P05816,50
nj,103P05817,55
nj,103P05818,55
nj,103P05819,55
nj,103P05820,55
nj,103P05821,55
nj,103P05822,40
nj,103P05823,40
nj,103P05824,50
nj,103P05825,50
nj,103P05826,48.632
nj,103P05827,25
nj,103P05828,45
nj,103P05829,45
nj,103P05830,45
nj,103P05831,45
nj,103P05846,30.525
nj,103P05852,50
nj,103P05903,55
nj,103P05904,55
nj,103P05905,55
nj,103P05906,55
nj,103P05907,50.221
nj,103P05908,50
nj,103P05909,50
nj,103P05910,50
nj,103P05915,51.926
nj,103P05916,39.241
nj,103P05917,43.226
nj,103P05918,38.066
nj,103P05919,35
nj,103P05920,40
nj,103P05921,39.813
nj,103P05922,37.903
nj,103P05923,40
nj,103P05924,46.615
nj,103P05925,55
nj,103P05926,53.217
nj,103P05927,50
nj,103P05928,50
nj,103P05929,50
nj,103P05930,50
nj,103P05931,50
nj,103P05932,50
nj,103P05933,47.676
nj,103P05934,40
nj,103P05935,42.85
nj,103P05936,48.322
nj,103P05937,50
nj,103P05938,50
nj,103P05939,50
nj,103P05940,49.7
nj,103P05941,40
nj,103P05942,40
nj,103P05943,52.552
nj,103P05944,55
nj,103P05945,55
nj,103P05946,55
nj,103P05947,55
nj,103P05948,55
nj,103P05949,55
nj,103P05950,55
nj,103P05951,55
nj,103P05952,47.879
nj,103P05953,50
nj,103P05999,43.449
nj,103P06000,40
nj,103P06001,40
nj,103P06002,38.407
nj,103P06003,30
nj,103P06004,30
nj,103P06005,32.021
nj,103P06006,35
nj,103P06007,36.252
nj,103P06008,40
nj,103P06009,40
nj,103P06010,40
nj,103P06011,40
nj,103P06012,40
nj,103P06013,44.43
nj,103P06014,45
nj,103P06015,42.88
nj,103P06016,50
nj,103P06017,50
nj,103P06018,47.775
nj,103P06019,40.591
nj,103P06020,50
nj,103P06021,50
nj,103P06022,52.844
nj,103P06023,47.822
nj,103P06024,50
nj,103P06025,50
nj,103P06026,49.159
nj,103P06027,45
nj,103P06028,44.352
nj,103P06029,40
nj,103P06030,46.793
nj,103P06031,48.174
nj,103P06032,32.9
nj,103P06033,38.846
nj,103P06034,50.967
nj,103P06035,55
nj,103P06965,40
nj,103P06966,45
nj,103P06967,54.042
nj,103P06969,55
nj,103P06970,30
nj,103P06971,44.564
nj,103P06972,45
nj,103P06973,53.614
nj,103P06975,50
nj,103P06978,50
nj,103P06979,50
nj,103P06980,50
nj,103P06981,55
nj,103P06982,35
nj,103P06983,27.284
nj,103P06984,25
nj,103P06988,44.852
nj,103P06991,55
nj,103P06992,48.97
nj,103P06993,49.892
nj,103P06994,34.35
nj,103P06998,48.633
nj,103P06999,54.298
nj,103P07013,46.88
nj,103P07014,50
nj,103P07019,35
nj,103P07020,35
nj,103P07021,50
nj,103P07022,52.503
nj,103P07035,42.865
nj,103P07036,
nj,103P07037,50
nj,103P07038,50
nj,103P07039,55
nj,103P07040,55
nj,103P07041,55
nj,103P07042,55
nj,103P07043,55
nj,103P07045,45.306
nj,103P07046,30
nj,103P07053,55
nj,103P07062,41.904
nj,103P07065,55
nj,103P07799,29.555
nj,103P07800,41.517
nj,103P07801,45
nj,103P07802,50.18
nj,103P07803,45.853
nj,103P07804,50
nj,103P07805,50
nj,103P07806,48.317
nj,103P07807,46.367
nj,103P07808,30.633
nj,103P07809,48.158
nj,103P07810,35.222
nj,103P07811,36.049
nj,103P07812,48.74
nj,103P07817,25
nj,103P07818,25
nj,103P07819,25
nj,103P07820,25
nj,103P07821,25
nj,103P07822,25
nj,103P08204,47.397
nj,103P08212,50
nj,103P09462,50.136
nj,103P09463,47.949
nj,103P09464,45
nj,103P09465,47.925
nj,103P09466,45
nj,103P09467,50.38
nj,103P09470,40
nj,103P09471,49.725
nj,103P09472,35
nj,103P09475,55
nj,103P09476,55
nj,103P09477,55
nj,103P09478,42.06
nj,103P09479,33.859
nj,103P09480,50
nj,103P09481,33.273
nj,103P09482,45.45
nj,103P09534,45.783
nj,103P09535,50
nj,103P09579,29.604
nj,103P09580,40
nj,103P09581,41.196
nj,103P09582,48.715
nj,103P09587,45.189
nj,103P09588,45.913
nj,103P09589,50
nj,103P09590,50
nj,103P09591,48.288
nj,103P09592,50
nj,103P09593,50
nj,103P09594,47.356
nj,103P09595,48.491
nj,103P09596,44.05
nj,103P09597,30
nj,103P09598,41.639
nj,103P09599,45
nj,103P09600,44.24
nj,103P09601,45.215
nj,103P09602,50
nj,103P09603,50
nj,103P09604,48.414
nj,103P09605,40
nj,103P09606,48.686
nj,103P09607,45.249
nj,103P09608,46.767
nj,103P09609,40.734
nj,103P09610,44.967
nj,103P09611,45.684
nj,103P09612,35
nj,103P09613,35
nj,103P09614,42.729
nj,103P09615,48.823
nj,103P09616,50
nj,103P09617,48.018
nj,103P09618,50
nj,103P09621,36.27
nj,103P09622,35
nj,103P09623,35
nj,103P09624,50
nj,103P09625,49.83
nj,103P09626,45
nj,103P09627,45
nj,103P09628,50
nj,103P09630,49.159
nj,103P09631,49.387
nj,103P09632,50
nj,103P09645,47.453
nj,103P09646,47.472
nj,103P09647,49.393
nj,103P09648,50
nj,103P09649,37.948
nj,103P09650,25
nj,103P09651,25
nj,103P09652,45.785
nj,103P09654,50
nj,103P09655,45
nj,103P09656,45
nj,103P09657,50
nj,103P09658,50
nj,103P09659,46.199
nj,103P09667,35.53
nj,103P09668,25
nj,103P09669,49.819
nj,103P09670,50
nj,103P09674,55
nj,103P09675,55
nj,103P09676,54.901
nj,103P09677,55
nj,103P09678,43.107
nj,103P09679,41.336
nj,103P09680,45
nj,103P09687,37.614
nj,103P09704,49.788
nj,103P09705,50
nj,103P09706,50
nj,103P09707,50
nj,103P09708,50
nj,103P09710,55
nj,103P09711,53.84
nj,103P09712,55
nj,103P09713,39.711
nj,103P09717,42.659
nj,103P09718,30
nj,103P09719,30
nj,103P09724,65
nj,103P09725,65
nj,103P09726,45
nj,103P09727,45
nj,103P09728,50
nj,103P09729,48.744
nj,103P09730,40
nj,103P09731,40.472
nj,103P09732,45
nj,103P09733,45
nj,103P09734,40
nj,103P09735,35.718
nj,103P09736,40
nj,103P09737,40
nj,103P09738,42.045
nj,103P09739,45
nj,103P09740,45
nj,103P09741,36.873
nj,103P09742,35
nj,103P09743,45
nj,103P09744,45
nj,103P09745,45
nj,103P09747,45
nj,103P09751,25
nj,103P09752,25
nj,103P09753,25
nj,103P09754,25
nj,103P09755,25
nj,103P09756,25
nj,103P09757,25
nj,103P09758,25
nj,103P09759,25
nj,103P09766,40
nj,103P09767,50.414
nj,103P09768,35
nj,103P09769,65
nj,103P09770,65
nj,103P09771,56.664
nj,103P09772,55
nj,103P09775,21.241
nj,103P09776,33.19
nj,103P09777,
nj,103P09778,25
nj,103P09779,25
nj,103P09780,25
nj,103P09781,25
nj,103P09922,45
nj,103P09923,43.053
nj,103P09924,40
nj,103P09925,65
nj,103P09926,35.959
nj,103P09989,45
nj,103P09990,44.558
nj,103P09991,45
nj,103P09992,45
nj,103P09993,34.225
nj,103P09994,25
nj,103P09995,25
nj,103P09996,25
nj,103P09997,25
nj,103P09998,30
nj,103P09999,38.935
nj,103P10000,40
nj,103P10001,40
nj,103P10002,40
nj,103P10003,44.671
nj,103P10004,45
nj,103P10005,45
nj,103P10008,43.894
nj,103P10010,44.685
nj,103P10013,31.96
nj,103P10014,45.786
nj,103P10015,40
nj,103P10016,40
nj,103P10017,38.994
nj,103P10018,25
nj,103P10019,65
nj,103P10020,65
nj,103P10021,50
nj,103P10022,50
nj,103P10023,64.494
nj,103P10024,50
nj,103P10025,40.897
nj,103P10026,36.961
nj,103P10027,53.744
nj,103P10028,55
nj,103P10029,55
nj,103P10030,45.711
nj,103P10031,36.849
nj,103P10032,35.474
nj,103P10033,39.244
nj,103P10034,25
nj,103P10038,25
nj,103P10039,25
nj,103P10045,25
nj,103P10046,25
nj,103P10047,25
nj,103P10048,42.124
nj,103P10049,40
nj,103P10050,25
nj,103P10051,25
nj,103P10052,25
nj,103P10053,38.07
nj,103P10054,40
nj,103P10055,39.544
nj,103P10056,44.042
nj,103P10057,35
nj,103P10058,30
nj,103P10059,27.733
nj,103P10060,34.823
nj,103P10061,39.548
nj,103P10062,40
nj,103P10218,40.409
nj,103P10219,45
nj,103P10220,40
nj,103P10235,50
nj,103P10236,49.052
nj,103P10237,50
nj,103P10240,38.493
nj,103P10241,40
nj,103P10242,65
nj,103P10243,65
nj,103P10244,25
nj,103P10245,42.914
nj,103P10246,40.406
nj,103P10247,28.381
nj,103P10248,65
nj,103P10258,42.065
nj,103P10259,35.998
nj,103P10260,40
nj,103P10261,40
nj,103P10262,45
nj,103P10263,45
nj,103P10266,65
nj,103P10278,55
nj,103P10285,47.213
nj,103P10286,50
nj,103P10287,48.256
nj,103P10288,48.395
nj,103P10289,48.486
nj,103P10290,50
nj,103P10292,35
nj,103P10293,
nj,103P10294,43.813
nj,103P10295,65
nj,103P10296,65
nj,103P10299,50
nj,103P10301,35
nj,103P10302,40
nj,103P10303,40
nj,103P10304,40
nj,103P10305,44.155
nj,103P10306,49.512
nj,103P10307,50
nj,103P10308,50
nj,103P10309,50
nj,103P10310,48.055
nj,103P10311,45.419
nj,103P10899,36.139
nj,103P10900,48.764
nj,103P10901,37.277
nj,103P10902,46.58
nj,103P10903,50
nj,103P10904,52.249
nj,103P10905,55
nj,103P11258,25
nj,103P11259,26.525
nj,103P11260,43.073
nj,103P11261,45
nj,103P11264,45
nj,103P11265,43.099
nj,103P11266,33.611
nj,103P11267,30
nj,103P11268,
nj,103P11269,47.684
nj,103P11270,35
nj,103P11273,
nj,103P11274,40
nj,103P11275,40
nj,103P11276,43.73
nj,103P11277,50
nj,103P11278,40
nj,103P11279,45
nj,103P11280,35
nj,103P11281,38.2
nj,103P11282,40
nj,103P11284,45
nj,103P11285,45
nj,103P11286,43.43
nj,103P11287,45
nj,103P11288,45
nj,103P11289,31.144
nj,103P11290,35.29
nj,103P11291,40
nj,103P11292,40
nj,103P11303,50
nj,103P11304,49.782
nj,103P11305,50
nj,103P11306,33.992
nj,103P11307,35
nj,103P11308,42.854
nj,103P11309,38.132
nj,103P11310,40
nj,103P11311,44.669
nj,103P11312,50
nj,103P11314,25
nj,103P11315,33.856
nj,103P11316,35.468
nj,103P11317,
nj,103P11318,35
nj,103P11319,35
nj,103P11320,
nj,103P11321,47.56
nj,103P11322,50
nj,103P11327,50
nj,103P11328,
nj,103P11329,
nj,103P11344,45.079
nj,103P11345,45
nj,103P11363,27.297
nj,103P11364,37.445
nj,103P11365,40
nj,103P11366,50
nj,103P11367,50
nj,103P11368,44.519
nj,103P11369,35
nj,103P11373,45
nj,103P11374,49.082
nj,103P11375,50
nj,103P11376,50
nj,103P11377,50
nj,103P11386,32.776
nj,103P11387,36.02
nj,103P11388,35
nj,103P11389,35
nj,103P11390,39.167
nj,103P11391,40
nj,103P11392,40
nj,103P11393,40
nj,103P11394,40
nj,103P11395,44.772
nj,103P11396,45
nj,103P11397,30
nj,103P11398,44.717
nj,103P11399,47.357
nj,103P11400,40
nj,103P11401,38.814
nj,103P11402,40
nj,103P11403,25.383
nj,103P11404,
nj,103P11409,40
nj,103P11410,38.753
nj,103P11411,43.927
nj,103P11412,45
nj,103P11413,40
nj,103P11416,47.177
nj,103P11417,50
nj,103P11418,50
nj,103P11419,50
nj,103P11420,48.829
nj,103P11429,27.936
nj,103P11430,35
nj,103P11431,31.18
nj,103P11432,35
nj,103P11433,25.402
nj,103P11434,25
nj,103P11435,25
nj,103P11436,25
nj,103P11437,25
nj,103P11438,25
nj,103P11440,48.319
nj,103P11441,34.746
nj,103P11443,26.036
nj,103P11444,35
nj,103P11445,25
nj,103P11446,25
nj,103P11447,26.256
nj,103P11448,42.824
nj,103P11449,
nj,103P11450,
nj,103P11454,30
nj,103P11455,35
nj,103P11456,
nj,103P11457,42.18
nj,103P11458,45
nj,103P11459,45
nj,103P11460,46.235
nj,103P11461,50
nj,103P11465,34.287
nj,103P11466,39.299
nj,103P11467,40
nj,103P11468,40
nj,103P11469,41.485
nj,103P11470,40
nj,103P11471,30.406
nj,103P11472,25
nj,103P11473,25
nj,103P11474,25
nj,103P11475,25
nj,103P11476,25
nj,103P11477,25
nj,103P11478,25
nj,103P11484,26.976
nj,103P11485,46.426
nj,103P11486,50
nj,103P11487,50
nj,103P11488,25.224
nj,103P11489,25
nj,103P11490,25
nj,103P11491,25
nj,103P11492,38.48
nj,103P11493,42.438
nj,103P11517,35
nj,103P11518,25
nj,103P11519,
nj,103P11520,
nj,103P11522,38.268
nj,103P11524,35
nj,103P11525,35
nj,103P11526,27.828
nj,103P11527,25
nj,103P11528,
nj,103P11533,35
nj,103P11534,35
nj,103P11541,36.33
nj,103P11542,40
nj,103P11543,40
nj,103P11565,30.255
nj,103P11566,
nj,103P11574,25
nj,103P11575,34.261
nj,103P11576,35
nj,103P11577,25.068
nj,103P11578,25
nj,103P11580,37.305
nj,103P11581,45
nj,103P11582,44.416
nj,103P11583,25
nj,103P11584,32.753
nj,103P11586,
nj,103P11587,44.093
nj,103P11588,37.363
nj,103P11590,35
nj,103P11591,35
nj,103P11592,38.522
nj,103P11593,38.648
nj,103P11594,40
nj,103P11610,
nj,103P11611,
nj,103P11637,45
nj,103P11661,40
nj,103P11662,40
nj,103P11663,45
nj,103P11664,45
nj,103P11667,30.821
nj,103P11668,37.203
nj,103P11672,25
nj,103P11673,25
nj,103P11674,25
nj,103P11675,25
nj,103P11676,25
nj,103P11691,45
nj,103P11692,37.648
nj,103P11693,35
nj,103P11698,25.092
nj,103P11699,36.889
nj,103P11700,40
nj,103P11701,44.774
nj,103P11702,30
nj,103P11703,30
nj,103P11709,33.018
nj,103P11710,25
nj,103P11711,25
nj,103P11719,40.9
nj,103P11720,35
nj,103P11721,35
nj,103P11723,41.526
nj,103P11724,30
nj,103P11736,50
nj,103P11737,49.305
nj,103P11738,45
nj,103P11752,
nj,103P11753,
nj,103P11755,41.294
nj,103P11771,
nj,103P11772,
nj,103P11773,35.376
nj,103P11774,30
nj,103P11776,47.979
nj,103P11777,50
nj,103P11778,50
nj,103P11779,45
nj,103P11780,45
nj,103P11819,35
nj,103P11820,29.871
nj,103P11821,35
nj,103P11826,40.072
nj,103P11827,45
nj,103P11828,45
nj,103P11829,45
nj,103P11830,45
nj,103P11831,45
nj,103P11832,45
nj,103P11833,45
nj,103P11840,39.64
nj,103P11841,35
nj,103P11842,35
nj,103P11852,25
nj,103P11853,25
nj,103P11870,26.044
nj,103P11871,
nj,103P11884,25
nj,103P11885,25
nj,103P11953,40
nj,103P11954,40
nj,103P11955,39.809
nj,103P11956,35
nj,103P11962,25
nj,103P11963,25
nj,103P11964,25
nj,103P12127,35
nj,103P12128,35
nj,103P12129,35
nj,103P12135,46.325
nj,103P12136,41.282
nj,103P12137,35
nj,103P12139,23.732
nj,103P12167,42.725
nj,103P12168,40
nj,103P12281,25
nj,103P12282,
nj,103P12304,30.956
nj,103P12305,39.021
nj,103P12306,40
nj,103P12319,45.212
nj,103P12320,49.669
nj,103P12334,
nj,103P12335,
nj,103P12351,25
nj,103P12352,25
nj,103P12353,25
nj,103P12354,25
nj,103P12355,25
nj,103P12379,39.726
nj,103P12380,35
nj,103P12382,25
nj,103P12383,25
nj,103P12440,25
nj,103P12447,35
nj,103P12448,35
nj,103P12483,25
nj,103P12484,45
nj,103P12485,
nj,103P12491,35
nj,103P12492,55
nj,103P12516,25
nj,103P12517,25
nj,103P12518,25
nj,103P12572,45
nj,103P12573,43.421
nj,103P12574,44.174
nj,103P12577,45
nj,103P12603,35
nj,103P12642,
nj,103P12643,25.985
nj,103P12644,25
nj,103P12740,35
nj,103P12741,31.309
nj,103P12742,43.409
nj,103P12759,28.665
nj,103P12760,30
nj,103P12762,25
nj,103P12930,50
nj,103P12931,45
nj,103P12966,35
nj,103P12990,25
nj,103P12991,25
nj,103P12992,25
nj,103P12993,25
nj,103P12994,35.148
nj,103P12995,25.959
nj,103P12996,45
nj,103P12997,45
nj,103P13084,25
nj,103P13085,25
nj,103P13122,25
nj,103P13123,50
nj,103P13124,50
nj,103P13165,30.447
nj,103P13166,
nj,103P13167,35
nj,103P13168,35
nj,103P13169,35
nj,103P13251,25
nj,103P13252,25
nj,103P13253,25
